"time","sensitivityMean","sensitivityMedian","sensitivityL","sensitivityQL","sensitivityQH","sensitivityH","testName"
12.8,0.997762234343666,0.999218052567875,0.98627315206687,0.997639722178493,0.999761212301743,0.999983006485779,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.9,0.997808094764331,0.999244947729793,0.986423229919088,0.997700179044239,0.999771797521871,0.99998408148833,"Elecsys Anti-SARS-CoV-2 Roche spike"
13,0.997852810488915,0.999271515498751,0.986637083414919,0.997763416441974,0.999781868408467,0.999985095233569,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.1,0.997896414246479,0.99929716700535,0.986826765463575,0.997824110522279,0.999791126400274,0.999986080929404,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.2,0.997938937723862,0.999320510691621,0.987019787196068,0.997883151637893,0.999800380991304,0.99998695305054,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.3,0.997980411601936,0.999344177942716,0.98719367953486,0.997942531896165,0.999809375701189,0.999987895639151,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.4,0.99802086559051,0.99936891442735,0.987340790170715,0.997998967347086,0.999817928880602,0.99998871268662,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.5,0.998060328461921,0.999391701021024,0.987510903626378,0.998050264401479,0.999825431980699,0.999989468960912,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.6,0.998098828083385,0.999414256581613,0.987743815689957,0.998098388263531,0.999832654080726,0.999990165168914,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.7,0.998136391448134,0.99943474774915,0.987917609442209,0.998145239548788,0.999839934475619,0.999990786873756,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.8,0.998173044705401,0.999455092434558,0.988108906126802,0.998199198690255,0.999846869816535,0.999991381885004,"Elecsys Anti-SARS-CoV-2 Roche spike"
13.9,0.998208813189303,0.999473290727254,0.988231604983502,0.998246240704649,0.999853724415982,0.999991964969469,"Elecsys Anti-SARS-CoV-2 Roche spike"
14,0.998243721446647,0.999490471837619,0.988377589810796,0.998294884914973,0.999860189901141,0.99999245101278,"Elecsys Anti-SARS-CoV-2 Roche spike"
0.5,0.755846327187117,0.772147379229778,0.527586701023981,0.702223868640347,0.826211837454664,0.893480165666032,"ERBALISA COVID-19 IgG"
0.6,0.749851164456886,0.76574961630857,0.522555522706553,0.695996900719667,0.820261837125462,0.888952249659125,"ERBALISA COVID-19 IgG"
0.7,0.743693411433275,0.758738989018921,0.517825412336469,0.689910130018144,0.814024471861427,0.884671218112644,"ERBALISA COVID-19 IgG"
0.8,0.737373984181339,0.751750314717551,0.512633038198915,0.682574403075578,0.807415384318841,0.88024502479071,"ERBALISA COVID-19 IgG"
0.9,0.730894455263447,0.744629702822616,0.507470399347434,0.675583477883754,0.801171222545976,0.876174547115106,"ERBALISA COVID-19 IgG"
1,0.724257092031571,0.737803310321501,0.50148956414263,0.667556078505062,0.79474631348428,0.872127883789609,"ERBALISA COVID-19 IgG"
1.1,0.717464888795393,0.730237510790026,0.492863605099912,0.65943446635593,0.788570475745396,0.868460191593269,"ERBALISA COVID-19 IgG"
1.2,0.710521591432299,0.72252251622287,0.485471230090478,0.651116265350235,0.78220210228905,0.864522881145693,"ERBALISA COVID-19 IgG"
1.3,0.703431713069189,0.715430424909983,0.477789263734545,0.643269527103667,0.776383379429054,0.860856180614892,"ERBALISA COVID-19 IgG"
1.4,0.696200539604371,0.707990858406459,0.47151351109583,0.635076797972718,0.769966901707816,0.857550583491645,"ERBALISA COVID-19 IgG"
1.5,0.688834124054652,0.699797962358255,0.460650559581146,0.625461686322674,0.763365217058079,0.853656188174012,"ERBALISA COVID-19 IgG"
1.6,0.68133926900651,0.692966250814394,0.449798786202447,0.616342213288143,0.757151124670838,0.850449088977516,"ERBALISA COVID-19 IgG"
1.7,0.673723496812376,0.685320419979773,0.440458100310039,0.606345042732095,0.750917117184574,0.847213442564141,"ERBALISA COVID-19 IgG"
1.8,0.665995007587988,0.67737950501959,0.431887506538612,0.597085734349342,0.744725200752802,0.84405784267335,"ERBALISA COVID-19 IgG"
1.9,0.658162625511698,0.669419767118625,0.419086275563048,0.587122845213973,0.738556757282664,0.841056922359356,"ERBALISA COVID-19 IgG"
2,0.650235734373394,0.660702529294741,0.407255325197767,0.57656228283466,0.732637414171044,0.83857042278759,"ERBALISA COVID-19 IgG"
2.1,0.642224203738271,0.652686614104918,0.395002772395554,0.566387092430526,0.726873279358793,0.835502934949151,"ERBALISA COVID-19 IgG"
2.2,0.634138307448408,0.643786770986452,0.382230061582999,0.554949690800765,0.720949302659208,0.833101193120606,"ERBALISA COVID-19 IgG"
2.3,0.625988636456657,0.635557240753589,0.369600001001005,0.543826852951606,0.71514878848155,0.831823488915334,"ERBALISA COVID-19 IgG"
2.4,0.617786008153955,0.626480069905485,0.354767432964021,0.532678121200282,0.709562822790649,0.829768508974151,"ERBALISA COVID-19 IgG"
2.5,0.609541374403888,0.618327908342315,0.34054139609843,0.521081418358249,0.704146226790279,0.828820638549188,"ERBALISA COVID-19 IgG"
2.6,0.601265730439037,0.60957409677136,0.326320851394237,0.510290584069964,0.698462551694814,0.82743518994617,"ERBALISA COVID-19 IgG"
2.7,0.592970026614083,0.600611624684174,0.312460804181069,0.499486713478855,0.692935813129101,0.826399366448668,"ERBALISA COVID-19 IgG"
2.8,0.584665084770294,0.591379250028461,0.297630205092809,0.488123733515078,0.687212004009569,0.82548826518009,"ERBALISA COVID-19 IgG"
2.9,0.576361520669136,0.58298965059033,0.283695728307252,0.47736785742537,0.681701085067247,0.823664577248033,"ERBALISA COVID-19 IgG"
3,0.56806967362506,0.574341032034593,0.270298376375635,0.466202987153253,0.676679862095384,0.822424029178372,"ERBALISA COVID-19 IgG"
3.1,0.559799544133027,0.566452222876047,0.257390912128789,0.45527814100597,0.671258631886456,0.821490211510431,"ERBALISA COVID-19 IgG"
3.2,0.551560739965575,0.558138439377843,0.244692811281201,0.443799217116764,0.665757013580045,0.820787035870336,"ERBALISA COVID-19 IgG"
3.3,0.543362430922339,0.549613827367528,0.230995198109328,0.432019302687568,0.660026358253967,0.820211436094805,"ERBALISA COVID-19 IgG"
3.4,0.535213312162041,0.540943780424028,0.218885839028045,0.420547882357161,0.654148691655677,0.820460340086692,"ERBALISA COVID-19 IgG"
3.5,0.527121575837872,0.532554423201829,0.206266712268947,0.40922722089476,0.648884806123403,0.819976464808553,"ERBALISA COVID-19 IgG"
3.6,0.519094890592977,0.523864581135776,0.193321296262594,0.397848715278647,0.64307052831977,0.820122190853688,"ERBALISA COVID-19 IgG"
3.7,0.511140388351243,0.515095421060389,0.182317669487918,0.386604879539776,0.637319244300552,0.820439300673341,"ERBALISA COVID-19 IgG"
3.8,0.503264657755909,0.506401207350306,0.170886663521702,0.374913312744575,0.6322857987565,0.820716871854547,"ERBALISA COVID-19 IgG"
3.9,0.49547374355963,0.496943471425869,0.160529158000424,0.364071147491887,0.626561596485811,0.821264651611271,"ERBALISA COVID-19 IgG"
4,0.487773151249184,0.488346579749448,0.150256002509308,0.352934475672917,0.621841259580641,0.821711940530793,"ERBALISA COVID-19 IgG"
4.1,0.480167856190769,0.479014507126164,0.140638146776324,0.342061701921983,0.616950301172782,0.821725813897458,"ERBALISA COVID-19 IgG"
4.2,0.472662316602775,0.470710187280726,0.131450031926001,0.331165577498966,0.612262939332152,0.822454558514535,"ERBALISA COVID-19 IgG"
4.3,0.465260489697665,0.462191322081574,0.123560591414385,0.320754128971178,0.60679551964014,0.823574297835802,"ERBALISA COVID-19 IgG"
4.4,0.457965850379128,0.452943166596116,0.115729212931825,0.309776324670539,0.60117258656479,0.82433988184641,"ERBALISA COVID-19 IgG"
